,movie_id,mpaa
2201,3554548,"Rated R for bloody horror violence, teen drug and alcohol use, and language including some sexual references"
2202,3554839,"Rated PG-13 for pervasive action and violence including frenetic gunplay, and for some language and drug material"
2203,3554883,Rated PG for thematic material and language
2204,3555105,"Rated PG-13 for sequences of intense war violence and action, and for language"
2205,3555138,"Rated PG for thematic elements, some language and sensuality"
2206,3555337,"Rated R for brief violence, language and a disturbing situation"
2207,3555509,Rated R for language and some violence
2208,3555526,Rated R for some violence.
2209,3555734,"Rated PG-13 for violence and creature terror, and some sensuality"
2210,3555948,"Rated PG-13 for combat violence, sexual material and brief strong language"
2211,3555996,"Rated R for strong violence/disturbing content, some sexual content including brief nudity, and pervasive language"
2212,3556038,Rated PG-13 for some sequences of war violence
2213,3556154,Rated PG-13 for a scene of sensuality/suggestive images.
2214,3556275,"Rated R for bloody violence, language and brief sexuality/nudity"
2215,3556727,Rated PG-13 for thematic elements including a scene of menace
2216,3557521,"Rated PG-13 for some disturbing thematic material, violence, sexuality and brief drug use"
2217,3558016,"Rated R for disturbing violent and sexual content, and for language"
2218,3558381,"Rated R for pervasive drug use and language, and some sexual content"
2219,3558920,"Rated R for violence, language and brief sexuality"
2220,3559414,Rated R for a sequence of violence and language
2221,3559537,Rated PG for some thematic elements including drug references
2222,3560665,Rated R for sequences of art-related nudity and brief language
2223,3560964,"Rated R for violence including torture, and language"
2224,3561707,Rated PG for some thematic elements and mild peril
2225,3561745,Rated PG for some rude humor
2226,3562051,Rated R for sequences of strong violence throughout
2227,3562581,"Rated R for strong violence, language and sexual content"
2228,3562602,Rated PG-13 for thematic elements and brief sensuality
2229,3562614,Rated R for some drug use and brief sexuality
2230,3562810,"Rated R for language, some sexual content and drug use"
2231,3563272,Rated R for violence and for language throughout
2232,3563885,Rated PG for mild peril and some rude humor
2233,3563985,Rated PG-13 for violence and disturbing thematic material
2234,3564202,"Rated R for pervasive sex references, crude dialogue, language and some strong sexuality."
2235,3564406,"Rated R for bloody horror violence, language and a sexual assault"
2236,3564545,Rated R for drug content and some sexual references
2237,3564621,Rated PG-13 for brief strong language
2238,3564632,"Rated R for strong violence including a sexual assault, pervasive language, some drug use and sexual content"
2239,3565254,Rated PG for thematic elements
2240,3565943,"Rated R for violence, drug use, language, sexual references and graphic nudity"
2241,3566146,Rated PG for some peril
2242,3566504,"Rated R for language and sexual references throughout, drug content, a disturbing image and brief nudity"
2243,3566529,Rated R for violence and some sexuality/nudity
2244,3566718,"Rated PG - 13 for thematic material, brief drug content, sexuality and language"
2245,3566905,"Rated R for strong violence, language and some sexual content/nudity"
2246,3566967,Rated R for language and some drug use
2247,3566991,"Rated PG-13 for sequences of violence, sexual content and brief strong language"
2248,3566992,"Rated PG-13 for sequences of violence, sexual content, language and some drug material"
2249,3567080,"Rated PG-13 for graphic war testimonials, some violence and brief strong language"
2250,3568493,Rated PG for mild thematic elements
2251,3568739,Rated PG for mild off color humor (original rating)
2252,3568849,Rated R for language and brief sexuality/nudity
2253,3569348,Rated PG for thematic elements and some mildly scary action
2254,3569362,Rated PG-13 for intense and frightening sequences of action and violence
2255,3569427,Rated PG-13 for Biblical violence including some disturbing images
2256,3569806,"Rated R for drug and alcohol abuse, violence, some strong sexual content and pervasive language"
2257,3569982,Rated R for violence and language
2258,3570254,Rated R for some bloody violence
2259,3570982,"Rated R for language, sexuality and nudity, some drug use, and violence including an incident of sexual assault"
2260,3571051,Rated PG for mild thematic elements and language
2261,3571154,Rated R for pervasive language and some drug content
2262,3571451,"Rated R for pervasive language, some sexual material and brief drug use"
2263,3571978,Rated R for bloody violence
2264,3572153,Rated PG for mild action/peril and some rude humor
2265,3572247,"Rated PG-13 for intense sequences of action including frenetic gun violence throughout, brief strong language, sensuality and some drug material"
2266,3572289,"Rated PG for some mild action, bullying and brief rude humor"
2267,3572295,Rated PG-13 for some language
2268,3572372,"Rated PG-13 for sci-fi action and violence, sexual references and a crude gesture"
2269,3572947,Rated PG for action and language
2270,3573086,"Rated PG-13 for sexual content, suggestive dancing, some heavy drinking, and language"
2271,3573086,Rated R for some sexual content (extended cut)
2272,3573193,"Rated R for language including sexual references, some drug use and brief violence"
2273,3573694,Rated PG for some mild action and brief rude humor
2274,3573901,Rated PG for thematic material and some bad behavior
2275,3574175,"Rated R for some language, nudity and violent images"
2276,3574309,"Rated R for some bloody violence, torture, aberrant sexuality, and language"
2277,3575569,"Rated PG-13 for suggestive content, innuendo and partial nudity"
2278,3575723,Rated PG-13 for some violence and thematic elements
2279,3576152,Rated PG - 13 for a thematic moment
2280,3576451,Rated R for language
2281,3577943,"Rated R for language including some crude references, and violent content"
2282,3577951,Rated R for some violence
2283,3580287,"Rated R for language including some sexual references, and for some drug use"
2284,3580342,Rated R for language
2285,3580942,"Rated PG-13 for sexual material including brief strong language, thematic elements, and drug references"
2286,3581192,Rated PG-13 for violence
2287,3581367,"Rated R for strong violence, language including sexual references, and some drug use"
2288,3581798,Rated PG for thematic elements and brief language
2289,3581852,"Rated R for some strong violence, language and sexual content"
2290,3581934,Rated R for language and some sexual content
2291,3582277,"Rated PG for thematic content, language and brief suggestive material"
2292,3582318,Rated R for some drug use
2293,3582617,"Rated R for sexual content, nudity, language, some disturbing images and brief drug use"
2294,3582705,"Rated R for violence, language, sexuality and drug use"
2295,3582775,Rated PG for some rude humor and sports action
2296,3585625,"Rated R for strong bloody violence, pervasive language, some sexuality/nudity and drug use"
2297,3585994,Rated R for some violent content
2298,3586633,"Rated R for strong violence throughout, and for language"
2299,3586700,"Rated PG-13 for thematic material involving threatening behavior, and for violence and sexuality"
2300,3586722,Rated R for strong violence throughout and some language
2301,3586817,Rated R for language throughout including some sexual references
2302,3586878,Rated R for language including some sexual references
2303,3587755,"Rated R for graphic nudity/strong sexual situations, substance abuse throughout and some language"
2304,3587887,Rated PG-13 for war violence
2305,3587888,Rated PG-13 for war violence and a brief epithet
2306,3588796,"Rated PG-13 for disturbing war images, thematic elements and smoking"
